,inputs,preds,golds
524,modern2poem: 有 锁 纽 的 金 蟾 香 炉 ， 香 烟 缭 绕 飘 逸 ， 状 似 玉 虎 的 辘 轳 ， 牵 引 绳 索 汲 井 水 。,generated:,"金 蟾 啮 锁 烧 香 入 ， 玉 虎 牵 丝 汲 井 回 。
"
525,modern2poem: 那 盛 开 着 的 是 什 么 花 ？,generated:,"彼 尔 维 何 ？
"
526,modern2poem: 主 人 摆 酒 今 晚 大 家 欢 聚 ，,generated:,"主 人 有 酒 欢 今 夕 ，
"
527,modern2poem: 独 自 抚 琴 站 在 山 路 等 你 。,generated:,"孤 琴 候 萝 径 。
"
528,modern2poem: 秋 风 吹 起 ， 淮 南 已 树 木 凋 尽 ， 楚 地 山 头 的 落 叶 想 必 更 多 。,generated:,"淮 南 木 落 楚 山 多 。
"
529,modern2poem: 中 央 主 峰 把 终 南 东 西 隔 开 ， 各 山 间 山 谷 迥 异 阴 晴 多 变 。,generated:,"分 野 中 峰 变 ， 阴 晴 众 壑 殊 。
"
530,modern2poem: 失 去 的 时 日 实 在 太 多 ！,generated:,"去 日 苦 多 。
"
531,modern2poem: 三 分 天 下 是 他 苦 心 筹 划 的 结 果 ， 他 犹 如 展 翅 高 翔 在 云 霄 的 鸾 凤 。,generated:,"三 分 割 据 纡 筹 策 ， 万 古 云 霄 一 羽 毛 。
"
532,modern2poem: 我 们 兄 弟 也 因 此 流 离 失 散 ，,generated:,"兄 弟 离 散 ，
"
533,modern2poem: 君 王 终 日 观 看 却 百 看 不 厌 。,generated:,"尽 日 君 王 看 不 足 。
"
534,modern2poem: 千 山 万 岭 好 像 波 涛 奔 赴 荆 门 ， 王 昭 君 生 长 的 乡 村 至 今 留 存 。,generated:,"群 山 万 壑 赴 荆 门 ， 生 长 明 妃 尚 有 村 。
"
535,modern2poem: 桃 花 怒 放 千 万 朵 ，,generated:,"桃 之 夭 夭 ，
"
536,modern2poem: 昭 阳 殿 里 的 姻 缘 早 已 隔 断 ，,generated:,"昭 阳 殿 里 恩 爱 绝 ，
"
537,modern2poem: 不 久 后 风 停 了 天 空 上 的 云 像 墨 一 样 黑 ，,generated:,"俄 顷 风 定 云 墨 色 ，
"
538,modern2poem: 离 别 后 如 浮 云 飘 流 不 定 ，,generated:,"浮 云 一 别 后 ，
"
539,modern2poem: 八 月 秋 深 狂 风 大 声 吼 叫 ， 狂 风 卷 走 了 我 屋 顶 上 好 几 层 茅 草 。,generated:,"八 月 秋 高 风 怒 号 ， 卷 我 屋 上 三 重 茅 。
"
540,modern2poem: 就 在 今 夜 的 曲 中 ， 听 到 故 乡 的 《 折 杨 柳 》 ，,generated:,"此 夜 曲 中 闻 折 柳 ，
"
541,modern2poem: 家 家 怀 念 戍 边 之 人 。,generated:,"总 是 玉 关 情 。
"
542,modern2poem: 好 像 地 上 泛 起 了 一 层 霜 。,generated:,"疑 是 地 上 霜 。
"
543,modern2poem: 古 木 参 天 却 没 有 人 行 路 径 ，,generated:,"古 木 无 人 径 ，
"
544,modern2poem: 它 虽 有 苦 心 也 难 免 蝼 蚁 侵 蚀 ， 树 叶 芳 香 曾 经 招 来 往 宿 鸾 凤 。,generated:,"苦 心 岂 免 容 蝼 蚁 ， 香 叶 终 经 宿 鸾 凤 。
"
545,modern2poem: 轻 歌 曼 舞 多 合 拍 管 弦 旋 律 尽 传 神 ， 君 王 终 日 观 看 却 百 看 不 厌 。,generated:,"缓 歌 慢 舞 凝 丝 竹 ， 尽 日 君 王 看 不 足 。
"
546,modern2poem: 眼 下 我 心 情 不 佳 是 思 念 岳 阳 ， 身 体 想 要 奋 飞 疾 病 逼 我 卧 床 。,generated:,"今 我 不 乐 思 岳 阳 ， 身 欲 奋 飞 病 在 床 。
"
547,modern2poem: 什 么 地 方 有 人 在 明 月 照 耀 的 楼 上 相 思 ？,generated:,"何 处 相 思 明 月 楼 ？
"
548,modern2poem: 月 亮 已 经 沦 没 而 迷 惑 不 清 ，,generated:,"阴 精 此 沦 惑 ，
"
549,modern2poem: 一 连 喝 干 十 几 杯 还 没 有 醉 意 ， 令 我 感 动 你 对 老 友 情 深 意 长 。,generated:,"十 觞 亦 不 醉 ， 感 子 故 意 长 。
"
550,modern2poem: 不 觉 乌 鸦 呱 呱 啼 叫 天 已 渐 亮 。,generated:,"不 觉 已 鸣 鸦 。
"
551,modern2poem: 拉 开 弓 如 满 月 左 右 射 击 ， 一 箭 箭 中 靶 心 不 差 毫 厘 。,generated:,"控 弦 破 左 的 ， 右 发 摧 月 支 。
"
552,modern2poem: 世 路 艰 难 ， 我 只 得 归 去 啦 ！,generated:,"行 路 难 ， 归 去 来 ！
"
553,modern2poem: 来 与 西 山 鸾 鹤 合 群 。,generated:,"西 山 鸾 鹤 群 。
"
554,modern2poem: 只 是 因 为 您 的 缘 故 ， 让 我 沉 痛 吟 诵 至 今 。,generated:,"但 为 君 故 ， 沉 吟 至 今 。
"
555,modern2poem: 与 吐 蕃 接 壤 的 白 雪 戍 是 那 么 的 遥 远 ，,generated:,"白 雪 关 山 远 ，
"
556,modern2poem: 明 早 我 将 挂 起 船 帆 离 开 牛 渚 ， 这 里 只 有 满 天 枫 叶 飘 落 纷 纷 。,generated:,"明 朝 挂 帆 席 ， 枫 叶 落 纷 纷 。
"
557,modern2poem: 想 勉 强 跟 着 您 一 同 进 退 ， 无 奈 我 已 衰 老 ， 会 因 病 卧 床 而 解 下 我 这 身 官 袍 。,generated:,"强 欲 从 君 无 那 老 ， 将 因 卧 病 解 朝 衣 。
"
558,modern2poem: 深 山 里 何 处 传 来 古 寺 鸣 钟 。,generated:,"深 山 何 处 钟 。
"
559,modern2poem: 重 阳 佳 节 咱 们 开 怀 畅 饮 共 醉 。,generated:,"共 醉 重 阳 节 。
"
560,modern2poem: 早 就 思 念 你 而 愁 肠 百 结 。,generated:,"是 妾 断 肠 时 。
"
561,modern2poem: 御 厨 络 绎 不 绝 送 来 海 味 山 珍 。,generated:,"御 厨 络 绎 送 八 珍 。
"
562,modern2poem: 就 像 天 地 间 的 一 只 孤 零 零 的 沙 鸥 。,generated:,"天 地 一 沙 鸥 。
"
563,modern2poem: 江 东 亲 友 有 几 人 正 望 眼 欲 穿 ， 等 候 着 你 的 孤 舟 从 天 涯 回 还 。,generated:,"江 上 几 人 在 ， 天 涯 孤 棹 还 。
"
564,modern2poem: 香 炉 峰 瀑 布 与 它 遥 遥 相 望 ，,generated:,"香 炉 瀑 布 遥 相 望 ，
"
565,modern2poem: 功 成 不 居 愿 辞 归 ， 心 明 无 须 恃 荣 宠 。,generated:,"功 遂 辞 归 ， 临 宠 不 忒 。
"
566,modern2poem: 我 独 自 在 旅 馆 里 躺 着 ， 寒 冷 的 灯 光 照 着 我 ， 久 久 难 以 入 眠 。,generated:,"旅 馆 寒 灯 独 不 眠 ， 客 心 何 事 转 凄 然 。
"
567,modern2poem: 何 时 才 能 重 新 返 回 西 境 ？,generated:,"何 时 复 西 归 ？
"
568,modern2poem: 古 柏 独 立 高 耸 虽 然 盘 踞 得 地 ，,generated:,"落 落 盘 踞 虽 得 地 ，
"
569,modern2poem: 令 我 感 动 你 对 老 友 情 深 意 长 。,generated:,"感 子 故 意 长 。
"
570,modern2poem: 我 虽 然 很 喜 爱 这 首 古 时 的 曲 调 ，,generated:,"古 调 虽 自 爱 ，
"
571,modern2poem: 在 她 们 的 背 后 能 看 见 什 么 呢 ？,generated:,"背 后 何 所 见 ？
"
572,modern2poem: 这 桂 花 大 概 是 嫦 娥 撒 下 来 给 予 众 人 的 吧 。,generated:,"应 是 嫦 娥 掷 与 人 。
"
573,modern2poem: 但 已 到 了 年 末 仍 不 能 实 现 。,generated:,"岁 亦 莫 止 。
"
574,modern2poem: 那 墙 角 的 几 枝 梅 花 ， 冒 着 严 寒 独 自 盛 开 。,generated:,"墙 角 数 枝 梅 ， 凌 寒 独 自 开 。
"
575,modern2poem: 悠 然 自 得 啃 食 在 绿 坡 。,generated:,"食 野 之 苹 。
"
576,modern2poem: 白 帝 城 边 黄 叶 飘 零 古 木 稀 疏 。,generated:,"白 帝 城 边 古 木 疏 。
"
577,modern2poem: 秦 地 的 桑 树 已 叶 翠 枝 绿 。,generated:,"秦 桑 低 绿 枝 。
"
578,modern2poem: 人 生 得 意 之 时 就 要 尽 情 的 享 受 欢 乐 ， 不 要 让 金 杯 无 酒 空 对 皎 洁 的 明 月 。,generated:,"人 生 得 意 须 尽 欢 ， 莫 使 金 樽 空 对 月 。
"
579,modern2poem: 牛 累 了 ， 人 饿 了 ， 但 太 阳 已 经 升 得 很 高 了 ， 他 们 就 在 集 市 南 门 外 泥 泞 中 歇 息 。,generated:,"牛 困 人 饥 日 已 高 ， 市 南 门 外 泥 中 歇 。
"
580,modern2poem: 百 川 奔 腾 着 东 流 到 大 海 ，,generated:,"百 川 东 到 海 ，
"
581,modern2poem: 青 鸟 飞 去 衔 起 地 上 的 红 丝 帕 。,generated:,"青 鸟 飞 去 衔 红 巾 。
"
582,modern2poem: 为 国 家 解 危 难 奋 勇 献 身 ， 看 死 亡 就 好 像 回 归 故 里 。,generated:,"捐 躯 赴 国 难 ， 视 死 忽 如 归 ！
"
583,modern2poem: 自 从 河 南 地 区 经 历 战 乱 ，,generated:,"自 河 南 经 乱 ，
"
584,modern2poem: 侵 略 者 一 次 又 一 次 进 犯 内 地 。,generated:,"虏 骑 数 迁 移 。
"
585,modern2poem: 原 先 她 是 越 溪 的 一 个 浣 纱 女 ，,generated:,"朝 为 越 溪 女 ，
"
586,modern2poem: 没 有 时 间 安 居 休 息 ，,generated:,"不 遑 启 居 ，
"
587,modern2poem: 丝 毫 都 很 完 备 一 点 也 无 差 错 。,generated:,"毫 发 尽 备 无 差 讹 。
"
588,modern2poem: 早 晨 跟 着 天 子 的 仪 仗 入 朝 ，,generated:,"晓 随 天 仗 入 ，
"
589,modern2poem: 等 到 九 九 重 阳 节 到 来 时 ，,generated:,"待 到 重 阳 日 ，
"
590,modern2poem: 密 林 之 中 何 人 知 晓 我 在 这 里 ？ 只 有 一 轮 明 月 静 静 与 我 相 伴 。,generated:,"深 林 人 不 知 ， 明 月 来 相 照 。
"
591,modern2poem: 牵 马 饮 水 渡 过 了 那 大 河 ， 水 寒 刺 骨 秋 风 如 剑 如 刀 。,generated:,"饮 马 渡 秋 水 ， 水 寒 风 似 刀 。
"
592,modern2poem: 九 叠 云 屏 像 锦 绣 云 霞 铺 张 。,generated:,"屏 风 九 叠 云 锦 张 。
"
593,modern2poem: 又 像 风 吹 枯 桑 老 柏 沙 沙 响 ，,generated:,"枯 桑 老 柏 寒 飕 飗 ，
"
594,modern2poem: 葛 草 长 得 长 又 长 ， 漫 山 遍 谷 都 有 它 ， 藤 叶 茂 密 又 繁 盛 。,generated:,"葛 之 覃 兮 ， 施 于 中 谷 ， 维 叶 萋 萋 。
"
595,modern2poem: 因 为 淮 上 有 秀 美 的 秋 山 。,generated:,"淮 上 有 秋 山 。
"
596,modern2poem: 黄 鹤 一 去 再 也 没 有 回 来 ，,generated:,"黄 鹤 一 去 不 复 返 ，
"
597,modern2poem: 不 久 后 风 停 了 天 空 上 的 云 像 墨 一 样 黑 ， 秋 季 的 天 空 阴 沉 迷 蒙 渐 渐 黑 了 下 来 。,generated:,"俄 顷 风 定 云 墨 色 ， 秋 天 漠 漠 向 昏 黑 。
"
598,modern2poem: 月 出 寒 光 高 照 寒 气 直 通 岷 山 。,generated:,"月 出 寒 通 雪 山 白 。
"
599,modern2poem: 孤 身 一 人 负 影 立 。,generated:,"负 影 只 立 。
"
600,modern2poem: 男 子 汉 当 以 国 事 为 重 ， 从 军 远 征 ， 从 小 就 在 幽 燕 纵 横 驰 骋 。,generated:,"男 儿 事 长 征 ， 少 小 幽 燕 客 。
"
601,modern2poem: 你 如 同 谢 公 最 受 偏 爱 的 女 儿 ，,generated:,"谢 公 最 小 偏 怜 女 ，
"
602,modern2poem: 明 早 我 将 挂 起 船 帆 离 开 牛 渚 ，,generated:,"明 朝 挂 帆 席 ，
"
603,modern2poem: 自 从 和 老 友 在 江 海 分 别 ， 隔 山 隔 水 已 度 过 多 少 年 。,generated:,"故 人 江 海 别 ， 几 度 隔 山 川 。
"
604,modern2poem: 白 云 依 偎 安 静 沙 洲 ，,generated:,"白 云 依 静 渚 ，
"
605,modern2poem: 楼 上 花 枝 取 笑 我 依 然 独 眠 。,generated:,"楼 上 花 枝 笑 独 眠 。
"
606,modern2poem: 这 种 乐 器 本 来 是 出 自 龟 兹 。,generated:,"此 乐 本 自 龟 兹 出 。
"
607,modern2poem: 如 今 这 地 方 还 是 鄹 县 的 城 邑 ， 你 终 被 安 葬 在 了 出 生 的 土 地 ， 然 而 你 的 旧 宅 曾 被 后 人 毁 坏 ， 改 建 为 鲁 王 宫 。,generated:,"地 犹 鄹 氏 邑 ， 宅 即 鲁 王 宫 。
"
608,modern2poem: 假 如 东 风 不 给 周 瑜 以 方 便 ， 结 局 恐 怕 是 曹 操 取 胜 ， 二 乔 被 关 进 铜 雀 台 了 。,"generated:假如 东 风 不 周 瑜 以 方, 结 恐 是 曹 操 取 胜 二 乔 被 关 入 铜 雀 。","东 风 不 与 周 郎 便 ， 铜 雀 春 深 锁 二 乔 。
"
609,modern2poem: 人 生 得 意 之 时 就 要 尽 情 的 享 受 欢 乐 ，,generated:,"人 生 得 意 须 尽 欢 ，
"
610,modern2poem: 淮 南 子 有 一 叶 落 而 知 岁 暮 之 句 ；,generated:,"淮 南 一 叶 下 ，
"
611,modern2poem: 君 臣 相 顾 泪 湿 衣 衫 ，,generated:,"君 臣 相 顾 尽 沾 衣 ，
"
612,modern2poem: 月 光 明 亮 星 光 稀 疏 ， 一 群 寻 巢 乌 鹊 向 南 飞 去 。,generated:,"月 明 星 稀 ， 乌 鹊 南 飞 。
"
613,modern2poem: 初 升 的 太 阳 照 耀 着 千 家 万 户 ，,generated:,"千 门 万 户 曈 曈 日 ，
"
614,modern2poem: 右 手 拿 着 捡 的 麦 穗 ，,generated:,"右 手 秉 遗 穗 ，
"
615,modern2poem: 岁 月 如 流 水 一 晃 过 十 年 。,generated:,"流 水 十 年 间 。
"
616,modern2poem: 熬 过 了 冬 天 又 经 历 一 个 新 春 。,generated:,"经 冬 复 历 春 。
"
617,modern2poem: 红 旗 半 卷 ， 援 军 赶 赴 易 水 ； 夜 寒 霜 重 ， 鼓 声 郁 闷 低 沉 。,generated:,"半 卷 红 旗 临 易 水 ， 霜 重 鼓 寒 声 不 起 。
"
618,modern2poem: 特 别 敏 感 自 然 物 候 转 化 更 新 。,generated:,"偏 惊 物 候 新 。
"
619,modern2poem: 应 投 诗 于 汨 罗 江 诉 说 冤 屈 与 不 平 。,generated:,"投 诗 赠 汨 罗 。
"
620,modern2poem: 如 今 你 们 同 我 都 已 经 老 去 ， 都 一 样 是 这 般 步 履 龙 钟 。,generated:,"今 日 龙 钟 人 共 弃 ，
"
621,modern2poem: 只 是 因 为 您 的 缘 故 ，,generated:,"但 为 君 故 ，
"
622,modern2poem: 黄 昏 里 吹 来 萧 瑟 凉 风 ，,generated:,"日 夕 凉 风 至 ，
"
623,modern2poem: 这 时 屋 子 里 都 是 霉 烂 的 米 气 ；,generated:,"时 则 为 米 气 ；
"
624,modern2poem: 远 处 雪 岭 那 边 朝 廷 的 使 臣 还 稽 留 天 外 未 归 ，,generated:,"雪 岭 未 归 天 外 使 ，
"
625,modern2poem: 处 死 杨 妃 也 是 玄 宗 英 明 决 策 ，,generated:,"终 是 圣 明 天 子 事 ，
"
626,modern2poem: 彼 此 久 别 重 逢 谈 心 宴 饮 ， 争 着 将 往 日 的 情 谊 诉 说 。,generated:,"契 阔 谈 讌 ， 心 念 旧 恩 。
"
627,modern2poem: 一 个 小 孩 撑 着 小 船 ，,generated:ミニチュア詩 一 小 小 船 。,"小 娃 撑 小 艇 ，
"
628,modern2poem: 那 美 丽 贤 淑 的 女 子 ， 奏 起 琴 瑟 来 亲 近 她 。,generated:,"窈 窕 淑 女 ， 琴 瑟 友 之 。
"
629,modern2poem: 望 你 孝 敬 长 辈 遵 守 妇 道 ， 仪 容 举 止 都 要 符 合 潮 流 。,generated:,"孝 恭 遵 妇 道 ， 容 止 顺 其 猷 。
"
630,modern2poem: 牧 童 骑 在 黄 牛 背 上 ，,generated:,"牧 童 骑 黄 牛 ，
"
631,modern2poem: 千 里 迢 迢 可 否 共 赏 醉 人 婵 娟 ？,generated:,"千 里 共 如 何 ，
"
632,modern2poem: 不 如 做 一 名 隐 居 的 钓 叟 。,generated:,"愿 为 持 竿 叟 。
"
633,modern2poem: 但 在 今 天 人 们 大 多 已 不 去 弹 奏 了 。,generated:但今 天 人 多 已 不 去 奏 。,"今 人 多 不 弹 。
"
634,modern2poem: 悲 对 秋 景 感 慨 万 里 漂 泊 常 年 为 客 ，,generated:,"万 里 悲 秋 常 作 客 ，
"
635,modern2poem: 频 频 挥 手 惜 别 泪 水 沾 湿 佩 巾 。,generated:,"挥 手 泪 沾 巾 。
"
636,modern2poem: 东 望 家 乡 路 程 又 远 又 长 ，,generated:,"故 园 东 望 路 漫 漫 ，
"
637,modern2poem: 从 南 山 截 段 竹 筒 做 成 觱 篥 ，,generated:,"南 山 截 竹 为 觱 篥 ，
"
638,modern2poem: 只 有 蜡 烛 残 光 照 着 孤 单 的 我 。,generated:,"独 宿 江 城 蜡 炬 残 。
"
639,modern2poem: 现 在 还 在 思 念 有 勇 有 谋 的 李 将 军 。,generated:,"至 今 犹 忆 李 将 军 。
"
640,modern2poem: 偷 偷 地 采 了 白 莲 回 来 。,generated:,"偷 采 白 莲 回 。
"
641,modern2poem: 便 同 你 一 起 在 门 前 做 折 花 的 游 戏 。,generated:,"折 花 门 前 剧 。
"
642,modern2poem: 表 现 为 拼 死 抵 抗 的 嵇 侍 中 的 血 。,generated:,"为 嵇 侍 中 血 。
"
643,modern2poem: 太 液 池 边 芙 蓉 仍 在 未 央 宫 中 垂 柳 未 改 。,generated:,"太 液 芙 蓉 未 央 柳 。
"
644,modern2poem: 珠 帘 与 银 饰 的 屏 风 接 连 不 断 地 打 开 。,generated:,"珠 箔 银 屏 迤 逦 开 。
"
645,modern2poem: 阳 光 照 耀 下 的 汉 阳 树 木 清 晰 可 见 ，,generated:,"晴 川 历 历 汉 阳 树 ，
"
646,modern2poem: 因 为 看 到 月 亮 而 有 所 感 触 ， 便 随 性 写 成 诗 一 首 来 记 录 感 想 ， 寄 给 在 浮 梁 的 大 哥 、 在 於 潜 的 七 哥 ， 在 乌 江 的 十 五 哥 和 在 符 离 、 下 邽 的 弟 弟 妹 妹 们 看 。,generated:,"因 望 月 有 感 ， 聊 书 所 怀 ， 寄 上 浮 梁 大 兄 、 於 潜 七 兄 、 乌 江 十 五 兄 ， 兼 示 符 离 及 下 邽 弟 妹 。
"
647,modern2poem: 喝 醉 酒 后 还 要 和 着 金 甲 跳 舞 ， 欢 腾 的 擂 鼓 声 震 动 了 周 围 的 山 川 。,generated:,"醉 和 金 甲 舞 ， 雷 鼓 动 山 川 。
"
648,modern2poem: 三 分 天 下 是 他 苦 心 筹 划 的 结 果 ，,generated:,"三 分 割 据 纡 筹 策 ，
"
649,modern2poem: 朱 亥 与 侯 嬴 真 千 秋 万 古 二 壮 士 ，,generated:,"千 秋 二 壮 士 ，
"
650,modern2poem: 闲 静 无 事 ， 与 农 人 的 菜 圃 为 邻 ， 有 的 时 候 就 像 个 山 林 中 的 隐 士 。,generated:,"闲 依 农 圃 邻 ， 偶 似 山 林 客 。
"
651,modern2poem: 孤 云 陪 伴 着 野 鹤 ，,generated:,"孤 云 将 野 鹤 ，
"
652,modern2poem: 偶 然 在 林 间 遇 见 个 把 乡 村 父 老 ， 偶 与 他 谈 笑 聊 天 每 每 忘 了 还 家 。,generated:,"偶 然 值 林 叟 ， 谈 笑 无 还 期 。
"
653,modern2poem: 喝 醉 酒 酣 睡 不 知 天 已 黄 昏 ， 有 时 独 自 将 天 上 孤 云 眺 望 。,generated:,"醉 卧 不 知 白 日 暮 ， 有 时 空 望 孤 云 高 。
"
654,modern2poem: 想 托 个 良 媒 说 亲 更 感 到 悲 伤 。,generated:,"拟 托 良 媒 益 自 伤 。
"
655,modern2poem: 风 光 与 其 它 季 节 确 实 不 同 。,generated:,"风 光 不 与 四 时 同 。
"
656,modern2poem: 他 犹 如 展 翅 高 翔 在 云 霄 的 鸾 凤 。,generated:,"万 古 云 霄 一 羽 毛 。
"
657,modern2poem: 唐 明 皇 爱 好 女 色 一 直 在 寻 找 绝 色 美 女 ，   统 治 全 国 多 年 竟 找 不 到 一 个 称 心 的 。,generated:,"汉 皇 重 色 思 倾 国 ， 御 宇 多 年 求 不 得 。
"
658,modern2poem: 千 山 万 岭 好 像 波 涛 奔 赴 荆 门 ，,generated:,"群 山 万 壑 赴 荆 门 ，
"
659,modern2poem: 借 问 当 地 之 人 何 处 买 酒 浇 愁 ？ 牧 童 笑 而 不 答 遥 指 杏 花 山 村 。,generated:,"借 问 酒 家 何 处 有 ， 牧 童 遥 指 杏 花 村 。
"
660,modern2poem: 关 内 一 带 漕 运 受 阻 致 使 饥 荒 四 起 ，,generated:,"关 内 阻 饥 ，
"
661,modern2poem: 什 么 时 候 你 能 载 酒 到 这 里 来 ， 重 阳 佳 节 咱 们 开 怀 畅 饮 共 醉 。,generated:,"何 当 载 酒 来 ， 共 醉 重 阳 节 。
"
662,modern2poem: 说 回 家 了 回 家 了 ，,generated:,"曰 归 曰 归 ，
"
663,modern2poem: 百 川 奔 腾 着 东 流 到 大 海 ， 何 时 才 能 重 新 返 回 西 境 ？,generated:,"百 川 东 到 海 ， 何 时 复 西 归 ？
"
664,modern2poem: 我 的 朋 友 在 凤 翔 府 任 职 从 事 ，,generated:,"故 人 从 军 在 右 辅 ，
"
665,modern2poem: 连 父 母 也 不 能 孝 顺 服 侍 ，,generated:,"父 母 且 不 顾 ，
"
666,modern2poem: 风 急 天 高 猿 猴 啼 叫 显 得 十 分 悲 哀 ， 水 清 沙 白 的 河 洲 上 有 鸟 儿 在 盘 旋 。,generated:,"风 急 天 高 猿 啸 哀 ， 渚 清 沙 白 鸟 飞 回 。
"
667,modern2poem: 泪 水 湿 透 了 罗 巾 无 法 入 睡 好 梦 难 成 ，,generated:,"泪 湿 罗 巾 梦 不 成 ，
"
668,modern2poem: 当 年 象 后 羿 飞 箭 射 雀 无 目 ，,generated:,"昔 时 飞 箭 无 全 目 ，
"
669,modern2poem: 一 群 寻 巢 乌 鹊 向 南 飞 去 。,generated:,"乌 鹊 南 飞 。
"
670,modern2poem: 风 和 日 丽 游 春 在 泗 水 之 滨 ， 无 边 无 际 的 风 光 焕 然 一 新 。,generated:,"胜 日 寻 芳 泗 水 滨 ， 无 边 光 景 一 时 新 。
"
671,modern2poem: 兄 弟 姐 妹 都 因 她 列 土 封 侯 ， 杨 家 门 户 生 光 彩 令 人 羡 慕 又 向 往 。,generated:,"姊 妹 弟 兄 皆 列 土 ， 可 怜 光 彩 生 门 户 。
"
672,modern2poem: 他 不 知 道 怎 么 掩 藏 踪 迹 ，,generated:,"不 解 藏 踪 迹 ，
"
673,modern2poem: 其 后 为 臣 宾 于 虞 ，,generated:,"邈 焉 虞 宾 ，
"
674,modern2poem: 最 可 爱 的 是 ， 有 盏 照 亮 心 田 的 佛 灯 ； 航 行 万 里 ， 眼 中 永 远 都 是 灿 烂 光 明 。,generated:,"惟 怜 一 灯 影 ， 万 里 眼 中 明 。
"
675,modern2poem: 水 清 沙 白 的 河 洲 上 有 鸟 儿 在 盘 旋 。,generated:,"渚 清 沙 白 鸟 飞 回 。
"
676,modern2poem: 竹 子 抓 住 青 山 一 点 也 不 放 松 ，,generated:,"咬 定 青 山 不 放 松 ，
"
677,modern2poem: 急 风 胡 乱 地 掀 动 水 中 的 荷 花 ，,generated:,"惊 风 乱 飐 芙 蓉 水 ，
"
678,modern2poem: 汉 江 流 经 楚 塞 又 折 入 三 湘 ， 西 起 荆 门 往 东 与 九 江 相 通 。,generated:,"楚 塞 三 湘 接 ， 荆 门 九 派 通 。
"
679,modern2poem: 莲 叶 轻 摇 想 是 上 游 荡 下 轻 舟 。,generated:,"莲 动 下 渔 舟 。
"
680,modern2poem: 吊 影 伤 情 好 像 离 群 孤 雁 ，,generated:,"吊 影 分 为 千 里 雁 ，
"
681,modern2poem: 可 叹 蜀 后 主 刘 禅 那 样 的 昏 君 ， 仍 然 在 祠 庙 中 享 受 祭 祀 ， 黄 昏 的 时 候 我 也 姑 且 吟 诵 那 《 梁 甫 吟 》 。,generated:,"可 怜 后 主 还 祠 庙 ， 日 暮 聊 为 《 梁 甫 吟 》 。
"
682,modern2poem: 怎 堪 忍 受 正 当 玄 鬓 盛 年 的 好 时 光 ，,generated:,"不 堪 玄 鬓 影 ，
"
683,modern2poem: 隔 山 隔 水 已 度 过 多 少 年 。,generated:,"几 度 隔 山 川 。
"
684,modern2poem: 水 寒 刺 骨 秋 风 如 剑 如 刀 。,generated:,"水 寒 风 似 刀 。
"
685,modern2poem: 庭 院 内 没 有 那 尘 杂 干 扰 ，,generated:,"户 庭 无 尘 杂 ，
"
686,modern2poem: 这 位 姑 娘 要 出 嫁 ，,generated:诗歌 此 姑 娘 要 出嫁 。,"之 子 于 归 ，
"
687,modern2poem: 自 从 河 南 地 区 经 历 战 乱 ， 关 内 一 带 漕 运 受 阻 致 使 饥 荒 四 起 ， 我 们 兄 弟 也 因 此 流 离 失 散 ， 各 自 在 一 处 。,generated:,"自 河 南 经 乱 ， 关 内 阻 饥 ， 兄 弟 离 散 ， 各 在 一 处 。
"
688,modern2poem: 君 王 从 此 再 也 不 早 朝 了 。,generated:,"从 此 君 王 不 早 朝 。
"
689,modern2poem: 衣 衫 被 沾 湿 并 不 可 惜 ． 只 希 望 不 违 背 我 归 耕 田 园 的 心 意 。,generated:,"衣 沾 不 足 惜 ， 但 使 愿 无 违 。
"
690,modern2poem: 你 与 沉 冤 的 屈 子 同 命 运 ， 应 投 诗 于 汨 罗 江 诉 说 冤 屈 与 不 平 。,generated:,"应 共 冤 魂 语 ， 投 诗 赠 汨 罗 。
"
691,modern2poem: 后 宫 中 妃 嫔 不 下 三 千 人 ，,generated:,"后 宫 佳 丽 三 千 人 ，
"
692,modern2poem: 昭 阳 殿 下 响 起 捣 衣 声 声 。,generated:,"昭 阳 殿 下 捣 衣 声 。
"
693,modern2poem: 玄 宗 返 回 长 安 杨 贵 妃 早 已 死 ， 旧 时 恩 爱 难 忘 国 家 开 始 振 兴 。,generated:,"玄 宗 回 马 杨 妃 死 ， 云 雨 难 忘 日 月 新 。
"
694,modern2poem: 远 看 高 山 色 彩 明 亮 ， 走 近 一 听 水 却 没 有 声 音 。,generated:,"远 看 山 有 色 ， 近 听 水 无 声 。
"
695,modern2poem: 她 宛 转 地 拒 绝 了 太 守 的 纠 缠 ， 说 ： 蚕 儿 已 饥 ， 我 该 赶 快 回 去 了 ， 太 守 大 人 ， 且 莫 在 此 耽 搁 您 宝 斑 的 时 间 了 。,"generated:『我 我 我, 我, 我, 我, 我, 我, 我, 我, 我, 我, 。","蚕 饥 妾 欲 去 ， 五 马 莫 留 连 。
"
696,modern2poem: 兰 舟 上 的 采 莲 女 把 湖 上 的 荷 花 采 下 来 送 给 游 人 ， 在 细 雨 斜 风 里 ， 她 们 头 上 的 翠 翘 被 打 湿 。,generated:,"献 花 游 女 木 兰 桡 ， 细 雨 斜 风 湿 翠 翘 。
"
697,modern2poem: 聚 首 如 胶 似 漆 作 别 却 象 无 情 ； 只 觉 得 酒 筵 上 要 笑 笑 不 出 声 。,generated:,"多 情 却 似 总 无 情 ， 唯 觉 樽 前 笑 不 成 。
"
