,inputs,preds,golds
411,modern2poem: 夜 露 沾 湿 了 我 的 衣 。,generated:夜 露 沾 我 衣 。,"夕 露 沾 我 衣 。
"
412,modern2poem: 就 像 今 年 冬 天 ， 还 没 有 停 止 征 调 函 谷 关 以 西 的 士 兵 。,generated:年 冬 天 停 征 谷 关 以 西 士 。,"且 如 今 年 冬 ， 未 休 关 西 卒 。
"
413,modern2poem: 只 有 黯 然 的 春 愁 让 我 孤 枕 难 眠 。,generated:唯有 黯然 春 愁 使 孤 难 眠,"春 愁 黯 黯 独 成 眠 。
"
414,modern2poem: 幸 福 不 会 凭 空 至 ， 灾 祸 容 易 身 边 降 。,"generated:幸 福 不 凭 空, 灾 难 身 边 降 。","福 不 虚 至 ， 祸 亦 易 来 。
"
415,modern2poem: 我 有 一 种 气 ，,generated:诗 我 有 一种 气 。,"吾 气 有 一 ，
"
416,modern2poem: 天 上 万 里 黄 云 变 动 着 风 色 ， 江 流 波 涛 九 道 如 雪 山 奔 淌 。,"generated:天 万 里 黄 云 变, 江 波 潮 九 道 如 雪 山 奔 。","黄 云 万 里 动 风 色 ， 白 波 九 道 流 雪 山 。
"
417,modern2poem: 我 的 家 临 近 九 江 边 ，,generated:我的家 临 河 边 。,"家 临 九 江 水 ，
"
418,modern2poem: 幽 怨 的 琴 声 在 长 夜 中 回 荡 ， 弦 音 悲 切 ， 似 有 凄 风 苦 雨 缭 绕 。,"generated:幽怨 琴 声 在 长 夜 回, 弦 音 悲, 似 有 凄 风 苦 雨 缭 。","清 瑟 怨 遥 夜 ， 绕 弦 风 雨 哀 。
"
419,modern2poem: 那 立 着 高 高 桅 杆 的 小 船 在 夜 里 孤 零 地 停 泊 着 。,generated:高 高 桅 小 在 孤 零 。,"危 樯 独 夜 舟 。
"
420,modern2poem: 望 着 你 的 小 船 驶 向 茫 茫 云 水 ， 频 频 挥 手 惜 别 泪 水 沾 湿 佩 巾 。,"generated:望 小 船 驶 云 水, 频 惜 别 泪 水 沾 纱 。","望 君 烟 水 阔 ， 挥 手 泪 沾 巾 。
"
421,modern2poem: 怎 么 能 在 人 间 居 住 。,generated:如何能 在 人 间 住 。,"岂 向 人 间 住 。
"
422,modern2poem: 邓 攸 没 有 后 代 是 命 运 的 安 排 ，,generated:没 有 后 是 命 运 安 排 。,"邓 攸 无 子 寻 知 命 ，
"
423,modern2poem: 一 生 当 中 疾 病 缠 身 今 日 独 上 高 台 。,generated:一 当 中 疾 缠 今 独 高 。,"百 年 多 病 独 登 台 。
"
424,modern2poem: 傍 晚 时 心 情 不 快 ，,generated:傍晚 时 心 不 快 。,"向 晚 意 不 适 ，
"
425,modern2poem: 牢 房 内 闪 着 点 点 鬼 火 一 片 静 谧 ，,generated:牢 房 闪 点 鬼 火 一 静 。,"阴 房 阗 鬼 火 ，
"
426,modern2poem: 你 从 哪 里 得 来 这 拓 本 的 底 稿 ？,generated:何 从 何 来 何 拓 本 底?,"公 从 何 处 得 纸 本 ，
"
427,modern2poem: 王 羲 之 书 法 时 俗 趁 机 显 秀 媚 ， 书 写 数 张 还 可 换 回 一 群 白 鹅 。,"generated:王羲之 书 法 时 俗 趁 施 媚, 书 写 数 可 换 一 群 白 鹅 。","羲 之 俗 书 趁 姿 媚 ， 数 纸 尚 可 博 白 鹅 。
"
428,modern2poem: 仓 库 里 储 藏 了 很 多 腐 烂 的 粮 食 ， 阵 阵 霉 味 逼 人 ， 这 时 屋 子 里 都 是 霉 烂 的 米 气 ；,"generated:储 储 多 腐 食, 作 人 。","仓 腐 寄 顿 ， 陈 陈 逼 人 ， 时 则 为 米 气 ；
"
429,modern2poem: 心 绪 纷 乱 不 止 啊 能 结 识 王 子 。,generated:心 绪 乱 不 啊 能 结 王 子 。,"心 几 烦 而 不 绝 兮 ， 得 知 王 子 。
"
430,modern2poem: 在 世 上 活 着 贵 在 韬 光 养 晦 ， 为 什 么 要 隐 居 清 高 自 比 云 月 ？ 我 看 自 古 以 来 的 贤 达 之 人 ， 功 绩 告 成 之 后 不 自 行 隐 退 都 死 于 非 命 。,"generated:在 世 生 贵 在 韬 光 为 隐 清 高 以 其, 功, 作 不 隐 都 不 生 。","含 光 混 世 贵 无 名 ， 何 用 孤 高 比 云 月 ？ 吾 观 自 古 贤 达 人 ， 功 成 不 退 皆 殒 身 。
"
431,modern2poem: 您 难 道 不 曾 看 见 吗 ？ 那 辽 阔 的 走 马 川 紧 靠 着 雪 海 边 缘 ， 茫 茫 无 边 的 黄 沙 连 接 云 天 。,"generated:难 不 见 那 辽 阔 走 马 川 紧, 无 河 黄 沙 接 云 。","君 不 见 走 马 川 行 雪 海 边 ， 平 沙 莽 莽 黄 入 天 。
"
432,modern2poem: 来 观 赏 那 苍 茫 的 海 。,generated:来 观 那 苍 茫 海 。,"以 观 沧 海 。
"
433,modern2poem: 今 夜 又 是 一 个 什 么 吉 日 良 辰 ， 让 我 们 共 同 在 这 烛 光 下 叙 谈 。,"generated:夜 又 是 一 什 吉 日 良, 使 我 同 在 烛 光 叙 。","今 夕 复 何 夕 ， 共 此 灯 烛 光 。
"
434,modern2poem: 那 美 丽 贤 淑 的 女 子 ， 是 君 子 的 好 配 偶 。,generated:美 丽 贤 淑 是 君 的好 配偶 。,"窈 窕 淑 女 ， 君 子 好 逑 。
"
435,modern2poem: 一 座 高 桥 隔 着 云 烟 出 现 ，,"generated:一 高 桥 隔 云 烟,","隐 隐 飞 桥 隔 野 烟 ，
"
436,modern2poem: 嘹 亮 的 歌 声 在 林 中 回 荡 。,generated:高唱 声 在 林 回 。,"歌 声 振 林 樾 。
"
437,modern2poem: 将 士 何 须 哀 怨 那 柳 树 不 发 芽 ， 春 风 根 本 吹 不 到 玉 门 关 外 。,"generated:将 何 作 哀 那 柳 树 不 发, 风 根 吹 不 到 玉 门 关 外 。","羌 笛 何 须 怨 杨 柳 ， 春 风 不 度 玉 门 关 。
"
438,modern2poem: 遥 望 美 丽 洞 庭 的 湖 光 山 色 。,generated:遥 美 丽 洞 湖 色 。,"潭 面 无 风 镜 未 磨 。
"
439,modern2poem: 无 边 无 际 的 树 木 萧 萧 地 飘 下 落 叶 ，,generated:无 边 无 边 木 萧 萧 地 飘 落 叶 。,"无 边 落 木 萧 萧 下 ，
"
440,modern2poem: 主 帅 帐 中 摆 酒 为 归 客 饯 行 ，,generated:主 帅 帐 摆 酒 归 客 饯 行 。,"中 军 置 酒 饮 归 客 ，
"
441,modern2poem: 霜 蹄 骏 马 蹴 踏 在 长 楸 大 道 间 ，,generated:霜 骏 马 蹴 在 长 楸 大 道 。,"霜 蹄 蹴 踏 长 楸 间 ，
"
442,modern2poem: 眼 前 分 明 浮 现 复 道 蒙 恩 受 宠 时 。,generated:眼 明 浮 复 恩 受 时 。,"分 明 复 道 奉 恩 时 。
"
443,modern2poem: 千 百 年 来 只 看 见 悠 悠 的 白 云 。,generated:千百年来 只 见 悠 悠 白 云 。,"白 云 千 载 空 悠 悠 。
"
444,modern2poem: 聚 首 如 胶 似 漆 作 别 却 象 无 情 ；,generated:聚 如 胶 似 漆 作 别 象 无 情 。,"多 情 却 似 总 无 情 ，
"
445,modern2poem: 俯 视 江 畔 的 沙 洲 好 比 是 弯 月 。,generated:俯瞰 江 沙 好 比 月 。,"江 畔 洲 如 月 。
"
446,modern2poem: 巫 峡 猿 猴 悲 啼 令 人 伤 心 流 泪 ，,generated:巫 猿 猴 悲 鸣 人 伤 流 。,"巫 峡 啼 猿 数 行 泪 ，
"
447,modern2poem: 没 有 听 完 热 泪 就 纷 纷 下 落 。,generated:无 有 热 泪 然 。,"不 能 听 终 泪 如 雨 。
"
448,modern2poem: 烟 霭 中 鸟 儿 刚 归 巢 安 息 。,generated:烟 烟 鸟 儿 刚 归 巢 安 。,"烟 鸟 栖 初 定 。
"
449,modern2poem: 乐 人 就 像 独 行 于 暴 风 之 中 。,generated:人 就 如 独 行 在 暴 风 。,"长 飙 风 中 自 来 往 。
"
450,modern2poem: 瑟 瑟 的 秋 风 吹 动 梧 桐 树 叶 ， 送 来 阵 阵 寒 意 ， 江 上 吹 来 秋 风 ， 使 出 门 在 外 的 我 不 禁 思 念 起 自 己 的 家 乡 。,"generated:秋 风, 驱,, 在, 在 。","萧 萧 梧 叶 送 寒 声 ， 江 上 秋 风 动 客 情 。
"
451,modern2poem: 迎 面 飞 舞 而 来 的 花 瓣 呢 。,generated:迎面 飞 来 花 瓣 。,"对 面 即 飞 花 。
"
452,modern2poem: 何 处 去 寻 找 武 侯 诸 葛 亮 的 祠 堂 ？,generated:何 去 求 武 侯 诸 葛 亮 の 祠?,"丞 相 祠 堂 何 处 寻 ，
"
453,modern2poem: 不 要 买 下 沃 洲 山 ，,generated:不 要 买 沃 洲 山 。,"莫 买 沃 洲 山 ，
"
454,modern2poem: 驾 车 马 徐 徐 而 去 从 容 悠 闲 。,generated:驾 马 徐 去 容 悠 闲 。,"车 马 去 闲 闲 。
"
455,modern2poem: 有 位 卖 炭 的 老 翁 ， 整 年 在 南 山 里 砍 柴 烧 炭 。,"generated:有 位 卖 炭, 年 在 南 山 砍 炭 。","卖 炭 翁 ， 伐 薪 烧 炭 南 山 中 。
"
456,modern2poem: 树 叶 芳 香 曾 经 招 来 往 宿 鸾 凤 。,generated:树 叶 芳 曾 经 招 来 宿 鸾 凤 。,"香 叶 终 经 宿 鸾 凤 。
"
457,modern2poem: 早 晨 跟 着 天 子 的 仪 仗 入 朝 ， 晚 上 身 染 御 炉 的 香 气 回 归 。,generated:晨 伴 天 子 仗 朝 上 身 染 御 炉 香 归 。,"晓 随 天 仗 入 ， 暮 惹 御 香 归 。
"
458,modern2poem: 有 时 独 自 将 天 上 孤 云 眺 望 。,generated:有 独 独 天 孤 云 望 。,"有 时 空 望 孤 云 高 。
"
459,modern2poem: 吹 着 箫 打 起 鼓 春 社 的 日 子 已 经 接 近 ，,generated:吹 箫 打 鼓 春 社 日 既 接 。,"箫 鼓 追 随 春 社 近 ，
"
460,modern2poem: 进 入 黄 花 川 游 览 ，,"generated:入 黄 花 川 游,","言 入 黄 花 川 ，
"
461,modern2poem: 好 比 晨 露 转 瞬 即 逝 ，,generated:好比 晨 露 瞬 即 逝 。,"譬 如 朝 露 ，
"
462,modern2poem: 月 光 如 水 映 照 江 畔 一 叶 孤 舟 。,generated:月光 如 水 照 江 一 孤 舟 。,"月 照 一 孤 舟 。
"
463,modern2poem: 四 更 天 初 至 时 ， 北 风 带 来 一 场 大 雪 ； 这 上 天 赐 给 我 们 的 瑞 雪 正 好 在 除 夕 之 夜 到 来 ， 兆 示 着 来 年 的 丰 收 。,"generated:初 天 北 风 一 雪 上 天 赐 我 瑞 雪 正 在 除 夕 来, 兆, 年 丰 。","北 风 吹 雪 四 更 初 ， 嘉 瑞 天 教 及 岁 除 。
"
464,modern2poem: 忧 心 如 焚 ， 饥 渴 交 加 实 在 难 忍 。,generated:忧心如焚 饥 交 实 难 忍,"忧 心 烈 烈 ， 载 饥 载 渴 。
"
465,modern2poem: 还 没 有 停 止 征 调 函 谷 关 以 西 的 士 兵 。,generated:停 止 调 谷 以 士 。,"未 休 关 西 卒 。
"
466,modern2poem: 道 路 泥 泞 难 行 走 ， 又 饥 又 渴 真 劳 累 。,generated:道 泥 难 行 真 劳 累 。,"行 道 迟 迟 ， 载 渴 载 饥 。
"
467,modern2poem: 我 的 朋 友 在 凤 翔 府 任 职 从 事 ， 曾 经 为 我 设 计 挖 掘 石 鼓 坑 窝 。,"generated:我 朋 友 在 凤 翔 任, 曾 经 为 我 设 计 挖 石 鼓 坑 。","故 人 从 军 在 右 辅 ， 为 我 度 量 掘 臼 科 。
"
468,modern2poem: 远 看 天 边 的 树 林 活 象 是 荠 菜 ， 俯 视 江 畔 的 沙 洲 好 比 是 弯 月 。,"generated:远 天 林 生 象, 海 沙 好 比 月 。","天 边 树 若 荠 ， 江 畔 洲 如 月 。
"
469,modern2poem: 画 技 最 精 妙 传 神 只 数 江 都 王 。,generated:画 技 妙 传 神 只 江 都 王 。,"神 妙 独 数 江 都 王 。
"
470,modern2poem: 你 如 同 谢 公 最 受 偏 爱 的 女 儿 ， 嫁 给 我 这 个 贫 士 事 事 不 顺 利 。,generated:同 谢 公 最 偏 爱 子 相 贫 不 顺 利,"谢 公 最 小 偏 怜 女 ， 自 嫁 黔 娄 百 事 乖 。
"
471,modern2poem: 只 要 看 看 历 来 那 些 负 盛 名 的 人 ，,generated:唯 看 历 那 些 负 盛 人 。,"但 看 古 来 盛 名 下 ，
"
472,modern2poem: 因 而 忧 愁 容 颜 衰 老 。,generated:因 忧 忧 容 颜 衰 老 。,"坐 愁 红 颜 老 。
"
473,modern2poem: 连 父 母 也 不 能 孝 顺 服 侍 ， 更 不 能 顾 念 那 儿 女 妻 子 。,"generated:连 父 母 也 不 孝 顺 服, 更 不 念 那 儿 女 妻 子 。","父 母 且 不 顾 ， 何 言 子 与 妻 ！
"
474,modern2poem: 孤 云 陪 伴 着 野 鹤 ， 怎 么 能 在 人 间 居 住 。,"generated:孤 云 伴 野 鹤, 何 能 在 人 间 住 。","孤 云 将 野 鹤 ， 岂 向 人 间 住 。
"
475,modern2poem: 辽 东 少 妇 年 方 十 五 ， 她 弹 熟 了 琵 琶 能 歌 善 舞 。,"generated:少 妇 年 十, 她 弹,, 。","辽 东 小 妇 年 十 五 ， 惯 弹 琵 琶 解 歌 舞 。
"
476,modern2poem: 功 成 不 居 愿 辞 归 ，,generated:功 成 不 居 愿 归 。,"功 遂 辞 归 ，
"
477,modern2poem: 东 望 家 乡 路 程 又 远 又 长 ， 热 泪 湿 双 袖 还 不 断 流 淌 。,"generated:东 望 乡 路 远, 热 泪 湿, 流 。","故 园 东 望 路 漫 漫 ， 双 袖 龙 钟 泪 不 干 。
"
478,modern2poem: 刚 刚 反 复 吟 诵 你 送 我 的 佳 句 ，,generated:刚 复 吟 你 送 佳 句 。,"向 来 吟 秀 句 ，
"
479,modern2poem: 若 肯 邀 请 隔 壁 的 老 翁 一 同 对 饮 ，,generated:若 肯 邀 请 隔 老 翁 同 饮 。,"肯 与 邻 翁 相 对 饮 ，
"
480,modern2poem: 宽 解 衣 带 对 着 松 风 乘 凉 ， 山 月 高 照 正 好 弄 弦 弹 琴 。,"generated:宽 解 衣 带 照, 山 月 照 正 作 弦 弹 。","松 风 吹 解 带 ， 山 月 照 弹 琴 。
"
481,modern2poem: 狭 窄 的 山 径 草 木 丛 生 ， 夜 露 沾 湿 了 我 的 衣 。,"generated:狭窄 山 径 草 丛 生, 露 湿 我 衣 。","道 狭 草 木 长 ， 夕 露 沾 我 衣 。
"
482,modern2poem: 听 晚 蝉 声 声 愁 绪 更 添 。,generated:听 晚 蝉 声 愁 更 添 。,"闻 蝉 但 益 悲 。
"
483,modern2poem: 只 觉 得 酒 筵 上 要 笑 笑 不 出 声 。,generated:酒 酌 笑 不 声 。,"唯 觉 樽 前 笑 不 成 。
"
484,modern2poem: 新 年 来 临 思 乡 之 心 更 切 ，,generated:年 来 年 思 乡 更 切 。,"乡 心 新 岁 切 ，
"
485,modern2poem: 又 饥 又 渴 真 劳 累 。,generated:饥 渴 真 劳 累 。,"载 渴 载 饥 。
"
486,modern2poem: 长 安 城 内 一 片 月 光 ，,"generated:长安 城 内 一 月 光,","长 安 一 片 月 ，
"
487,modern2poem: 道 路 泥 泞 难 行 走 ，,"generated:道 泥 难 行,","行 道 迟 迟 ，
"
488,modern2poem: 春 草 环 绕 道 院 闲 门 。,generated:春 草 环 道 闲 门 。,"春 草 闭 闲 门 。
"
489,modern2poem: 白 雪 也 嫌 春 色 来 得 太 晚 了 ，,generated:白雪 也 厌 春 色 来 太 晚 。,"白 雪 却 嫌 春 色 晚 ，
"
490,modern2poem: 韩 干 只 画 外 表 画 不 出 内 在 精 神 ，,"generated:单 画 外 画 不 出 内 精,","干 惟 画 肉 不 画 骨 ，
"
491,modern2poem: 悲 对 秋 景 感 慨 万 里 漂 泊 常 年 为 客 ， 一 生 当 中 疾 病 缠 身 今 日 独 上 高 台 。,"generated:悲 秋 景 其 年 为 客, 一 生 当 疾 病 缠 身, 高 。","万 里 悲 秋 常 作 客 ， 百 年 多 病 独 登 台 。
"
492,modern2poem: 跋 涉 在 道 路 崎 岖 又 遥 远 的 三 巴 路 上 ， 客 居 在 万 里 之 外 的 危 险 地 方 。,"generated:跋 在 道 崎, 远 三 巴 路 客 居 万 里 の 险 。","迢 递 三 巴 路 ， 羁 危 万 里 身 。
"
493,modern2poem: 上 战 场 面 对 着 刀 山 剑 树 ，,generated:战 场 面 刀 山 剑 树 。,"弃 身 锋 刃 端 ，
"
494,modern2poem: 山 中 砍 柴 人 差 不 多 走 尽 ，,"generated:山 砍 柴 人 差,","樵 人 归 欲 尽 ，
"
495,modern2poem: 宫 女 搀 扶 起 她 如 出 水 芙 蓉 软 弱 娉 婷 ， 由 此 开 始 得 到 皇 帝 的 恩 宠 。,"generated:宫 女 扶 其 如 水 芙 蓉 软 娉 婷, 由 其 始 得 皇 帝 恩 。","侍 儿 扶 起 娇 无 力 ， 始 是 新 承 恩 泽 时 。
"
496,modern2poem: 拉 开 弓 如 满 月 左 右 射 击 ，,"generated:拉开 弓 如 满 月 左 右 射,","控 弦 破 左 的 ，
"
497,modern2poem: 其 中 有 几 位 都 是 后 妃 的 亲 戚 ， 里 面 有 虢 国 和 秦 国 二 位 夫 人 。,"generated:中 有 几 都 是 后 妃, 里 有 虢 和 秦 二 夫 人 。","就 中 云 幕 椒 房 亲 ， 赐 名 大 国 虢 与 秦 。
"
498,modern2poem: 一 箭 箭 中 靶 心 不 差 毫 厘 。,generated:一箭 箭 中 靶 不 差 毫 厘 。,"右 发 摧 月 支 。
"
499,modern2poem: 贾 谊 才 能 ， 确 实 高 明 无 人 能 及 。,"generated:贾 谊 才 能, 确 实 无 人 能 。","贾 生 才 调 更 无 伦 。
"
500,modern2poem: 傍 晚 辕 门 前 大 雪 落 个 不 停 ， 红 旗 冻 僵 了 风 也 无 法 牵 引 。,"generated:傍 晚 辕 前 大 雪 降, 红, 冻 风 无 。","纷 纷 暮 雪 下 辕 门 ， 风 掣 红 旗 冻 不 翻 。
"
501,modern2poem: 鸡 声 嘹 亮 ， 茅 草 店 沐 浴 着 晓 月 的 余 辉 ； 足 迹 依 稀 ， 木 板 桥 覆 盖 着 早 春 的 寒 霜 。,generated:鸡 声 亮 茅 草 沐 沐 晓 月 光 。,"鸡 声 茅 店 月 ， 人 迹 板 桥 霜 。
"
502,modern2poem: 于 是 道 士 尽 力 去 寻 找 贵 妃 的 魂 魄 。,generated:道 士 竭 求 贵 妃 。,"遂 教 方 士 殷 勤 觅 。
"
503,modern2poem: 明 月 照 向 城 头 乌 鸦 纷 飞 ，,"generated:明月照 城头 乌 鸦 纷,","月 照 城 头 乌 半 飞 ，
"
504,modern2poem: 望 着 你 的 小 船 驶 向 茫 茫 云 水 ，,generated:望 小 船 驶 云 水 。,"望 君 烟 水 阔 ，
"
505,modern2poem: 穿 上 衣 服 推 开 枕 头 出 了 睡 帐 ， 珠 帘 与 银 饰 的 屏 风 接 连 不 断 地 打 开 。,"generated:穿 服 推 枕 出 帐, 珠, 银 饰 屏 风, 不 断 。","揽 衣 推 枕 起 徘 徊 ， 珠 箔 银 屏 迤 逦 开 。
"
506,modern2poem: 蹬 踏 梯 道 盘 旋 空 中 。,generated:踏 梯 道 旋 空 。,"磴 道 盘 虚 空 。
"
507,modern2poem: 故 乡 和 亲 人 远 在 千 里 之 外 ，,generated:故乡 亲 人 远 千 里 。,"故 国 三 千 里 ，
"
508,modern2poem: 十 步 之 内 ， 稳 杀 一 人 ， 千 里 关 隘 ， 不 可 留 行 。,"generated:十 步, 稳, 千 里, 不 可 。","十 步 杀 一 人 ， 千 里 不 留 行 。
"
509,modern2poem: 千 户 万 户 都 在 捣 衣 。,generated:千户万户 都 在 捣 衣 。,"万 户 捣 衣 声 。
"
510,modern2poem: 山 峦 重 叠 水 流 曲 折 正 担 心 无 路 可 走 ，,generated:山 峦 叠 水 曲 折 正 担 心 无 路 可 走 。,"山 重 水 复 疑 无 路 ，
"
511,modern2poem: 宽 解 衣 带 对 着 松 风 乘 凉 ，,"generated:宽 解 衣 带, 松, 凉 。","松 风 吹 解 带 ，
"
512,modern2poem: 嵌 玉 的 楼 台 与 镶 金 的 宫 殿 每 日 都 有 新 的 赋 艳 词 的 曲 。,generated:木 楼 木 殿 日 有 新 赋 艳 曲 。,"玉 楼 金 殿 艳 歌 新 。
"
513,modern2poem: 主 帅 帐 中 摆 酒 为 归 客 饯 行 ， 胡 琴 琵 琶 羌 笛 合 奏 来 助 兴 。,"generated:主 帅 帐 摆 酒 归 客 饯, 胡 琴 琵 羌 笛 合 来 助 兴 。","中 军 置 酒 饮 归 客 ， 胡 琴 琵 琶 与 羌 笛 。
"
514,modern2poem: 换 来 的 只 是 西 域 葡 萄 送 汉 家 。,generated:以 西 域 葡 送 汉 家 。,"空 见 蒲 桃 入 汉 家 。
"
515,modern2poem: 我 也 想 要 谢 绝 世 俗 ， 来 与 西 山 鸾 鹤 合 群 。,generated:我也想 谢 绝 世 俗 来 与 西 山 鸾 鹤 合 群 。,"余 亦 谢 时 去 ， 西 山 鸾 鹤 群 。
"
516,modern2poem: 思 乡 的 游 客 人 人 悲 伤 落 泪 。,generated:乡 客 人 悲 落 。,"远 客 思 乡 皆 泪 垂 。
"
517,modern2poem: 吹 着 箫 打 起 鼓 春 社 的 日 子 已 经 接 近 ， 村 民 们 衣 冠 简 朴 古 代 风 气 仍 然 保 存 。,"generated:吹 箫 打 鼓 春 社 其 其 其 衣, 民 其 衣 简, 古 风 然 保 存 。","箫 鼓 追 随 春 社 近 ， 衣 冠 简 朴 古 风 存 。
"
518,modern2poem: 正 要 带 领 轻 骑 兵 去 追 赶 ， 大 雪 纷 飞 落 满 了 身 上 的 弓 刀 。,"generated:正 要 带 轻 骑 去 追, 大 雪 纷 降, 弓 。","欲 将 轻 骑 逐 ， 大 雪 满 弓 刀 。
"
519,modern2poem: 韩 干 只 画 外 表 画 不 出 内 在 精 神 ， 常 使 骅 骝 好 马 的 生 气 凋 敝 失 丧 。,"generated:只 画 表 不 出 精, 常 使 � �, 好 马 的 生, 凋, 丧 。","干 惟 画 肉 不 画 骨 ， 忍 使 骅 骝 气 凋 丧 。
"
520,modern2poem: 地 里 野 草 茂 盛 豆 苗 豌 稀 。,generated:地 野 草 茂 豆 苗 稀 。,"草 盛 豆 苗 稀 。
"
521,modern2poem: 淡 淡 月 光 泻 在 水 上 泄 在 树 上 ，,"generated:淡 月 光,","清 辉 澹 水 木 ，
"
522,modern2poem: 皇 恩 浩 荡 如 果 准 许 留 在 太 学 ， 诸 生 就 能 钻 研 解 说 一 起 切 蹉 。,generated:皇 恩 浩 荡 果 准 留 太 学 诸 生 就 能 钻 解 切 蹉 。,"圣 恩 若 许 留 太 学 ， 诸 生 讲 解 得 切 磋 。
"
523,modern2poem: 你 没 看 见 拼 杀 在 沙 场 战 斗 多 惨 苦 ， 现 在 还 在 思 念 有 勇 有 谋 的 李 将 军 。,"generated:不 见 拼 在 沙 战 多 苦, 在 思 有 勇 有 谋 李 将 军 。","君 不 见 沙 场 征 战 苦 ， 至 今 犹 忆 李 将 军 。
"
524,modern2poem: 有 锁 纽 的 金 蟾 香 炉 ， 香 烟 缭 绕 飘 逸 ， 状 似 玉 虎 的 辘 轳 ， 牵 引 绳 索 汲 井 水 。,"generated:锁 纽 香 烟 烟 飘, 如 玉 ��, 引 绳, 汲 水 。","金 蟾 啮 锁 烧 香 入 ， 玉 虎 牵 丝 汲 井 回 。
"
525,modern2poem: 那 盛 开 着 的 是 什 么 花 ？,generated:那 盛 开 什 花?,"彼 尔 维 何 ？
"
526,modern2poem: 主 人 摆 酒 今 晚 大 家 欢 聚 ，,generated:主 人 摆 酒 今 晚 大 聚 。,"主 人 有 酒 欢 今 夕 ，
"
527,modern2poem: 独 自 抚 琴 站 在 山 路 等 你 。,generated:独 抚 在 山 等 你,"孤 琴 候 萝 径 。
"
528,modern2poem: 秋 风 吹 起 ， 淮 南 已 树 木 凋 尽 ， 楚 地 山 头 的 落 叶 想 必 更 多 。,generated:秋 风 吹 淮 已 树 木 凋 楚 地 山 头 叶 必 更 。,"淮 南 木 落 楚 山 多 。
"
529,modern2poem: 中 央 主 峰 把 终 南 东 西 隔 开 ， 各 山 间 山 谷 迥 异 阴 晴 多 变 。,"generated:中 央 主 峰 把 终 南 西 隔, 各 山 间 山 谷 迥 阴 晴 多 变 。","分 野 中 峰 变 ， 阴 晴 众 壑 殊 。
"
530,modern2poem: 失 去 的 时 日 实 在 太 多 ！,generated:失 去 日 实 太 多!,"去 日 苦 多 。
"
531,modern2poem: 三 分 天 下 是 他 苦 心 筹 划 的 结 果 ， 他 犹 如 展 翅 高 翔 在 云 霄 的 鸾 凤 。,generated:三 天 下 其 苦 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其,"三 分 割 据 纡 筹 策 ， 万 古 云 霄 一 羽 毛 。
"
532,modern2poem: 我 们 兄 弟 也 因 此 流 离 失 散 ，,"generated:我 兄 弟 也 因 此 流,","兄 弟 离 散 ，
"
533,modern2poem: 君 王 终 日 观 看 却 百 看 不 厌 。,generated:君 王 终 日 观 不 厌 。,"尽 日 君 王 看 不 足 。
"
534,modern2poem: 千 山 万 岭 好 像 波 涛 奔 赴 荆 门 ， 王 昭 君 生 长 的 乡 村 至 今 留 存 。,"generated:千 山 万 岭 好 波 潮 赴 荆, 王 昭 君 生 长 村 至 留 。","群 山 万 壑 赴 荆 门 ， 生 长 明 妃 尚 有 村 。
"
535,modern2poem: 桃 花 怒 放 千 万 朵 ，,generated:桃花 怒 千 万 朵 。,"桃 之 夭 夭 ，
"
536,modern2poem: 昭 阳 殿 里 的 姻 缘 早 已 隔 断 ，,generated:昭阳 殿 里 姻 早 已 隔 。,"昭 阳 殿 里 恩 爱 绝 ，
"
537,modern2poem: 不 久 后 风 停 了 天 空 上 的 云 像 墨 一 样 黑 ，,"generated:不 久 风 停 天 空 云 墨 一,","俄 顷 风 定 云 墨 色 ，
"
538,modern2poem: 离 别 后 如 浮 云 飘 流 不 定 ，,generated:离别 后 如 浮 云 不 定 。,"浮 云 一 别 后 ，
"
539,modern2poem: 八 月 秋 深 狂 风 大 声 吼 叫 ， 狂 风 卷 走 了 我 屋 顶 上 好 几 层 茅 草 。,generated:秋 深 狂 风 卷 我 屋 上 好 茅 草 。,"八 月 秋 高 风 怒 号 ， 卷 我 屋 上 三 重 茅 。
"
540,modern2poem: 就 在 今 夜 的 曲 中 ， 听 到 故 乡 的 《 折 杨 柳 》 ，,generated:在今夜 在 故 乡 折 杨 柳 。,"此 夜 曲 中 闻 折 柳 ，
"
541,modern2poem: 家 家 怀 念 戍 边 之 人 。,generated:家 家 怀 戍 边 人 。,"总 是 玉 关 情 。
"
542,modern2poem: 好 像 地 上 泛 起 了 一 层 霜 。,generated:好 如 地 泛 一 霜 。,"疑 是 地 上 霜 。
"
543,modern2poem: 古 木 参 天 却 没 有 人 行 路 径 ，,generated:古木 参 天 无 人 行 路 。,"古 木 无 人 径 ，
"
544,modern2poem: 它 虽 有 苦 心 也 难 免 蝼 蚁 侵 蚀 ， 树 叶 芳 香 曾 经 招 来 往 宿 鸾 凤 。,generated:苦 心 难 然 蚕 树 叶 芳 曾 招 来 宿 鸾 凤 。,"苦 心 岂 免 容 蝼 蚁 ， 香 叶 终 经 宿 鸾 凤 。
"
