,inputs,preds,golds
769,modern2poem: 昨 天 夜 里 我 们 还 在 月 色 中 同 行 。,"generated:Yesterday, Night, I, and in the Moon, I'm still in the Moon.","昨 夜 月 同 行 。
"
770,modern2poem: 为 你 取 字 叫 求 思 。,generated:Words for you called Thought.,"字 汝 求 思 。
"
771,modern2poem: 狭 窄 的 山 径 草 木 丛 生 ，,"generated:narrow, narrow, narrow, narrow, narrow, narrow, narrow, narrow, narrow, narrow, narrow, narrow, narrow, narrow, narrow, narrow, narrow, narrow, narrow, narrow, narrow, narrow, narrow, narrow, narrow","道 狭 草 木 长 ，
"
772,modern2poem: 书 写 数 张 还 可 换 回 一 群 白 鹅 。,generated:Compositions written Eight sheets Also Used to swap back a group of white swans.,"数 纸 尚 可 博 白 鹅 。
"
773,modern2poem: 织 女 正 摆 动 柔 长 洁 白 的 双 手 ， 织 布 机 札 札 不 停 地 响 个 不 停 。,generated:Compositions of the female female female female female female female female female female female female female female female female female female female female female female female female female female female female female female female female female female female female female female female female female female female female female female female,"纤 纤 擢 素 手 ， 札 札 弄 机 杼 。
"
774,modern2poem: 巫 峡 猿 猴 悲 啼 令 人 伤 心 流 泪 ， 衡 阳 的 归 雁 会 为 我 捎 来 回 书 。,"generated:巫峡猿猴 悲啼 令人 伤心 流 涙, 衡阳 の 帰 雁 会 為我 捎 来 回书.","巫 峡 啼 猿 数 行 泪 ， 衡 阳 归 雁 几 封 书 。
"
775,modern2poem: 昨 天 夜 里 梦 见 花 落 闲 潭 ，,"generated:昨天夜里梦见花落闲潭,","昨 夜 闲 潭 梦 落 花 ，
"
776,modern2poem: 掀 开 窗 帘 玩 赏 那 初 升 的 玉 兔 。,generated:Opening Window帘 Enjoy The First Rising of the Jade Rabbit.,"开 帷 月 初 吐 。
"
777,modern2poem: 你 难 道 没 有 看 见 吗 ？ 那 黄 河 之 水 犹 如 从 天 上 倾 泻 而 来 ， 波 涛 翻 滚 直 奔 东 海 从 来 不 会 再 往 回 流 。,"generated:Where they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, the","君 不 见 ， 黄 河 之 水 天 上 来 ， 奔 流 到 海 不 复 回 。
"
778,modern2poem: 秋 天 景 色 引 起 我 的 乡 思 。,generated:Autumn Day Landscape Colour Tribute to my native thoughts.,"秋 日 望 乡 心 。
"
779,modern2poem: 红 旗 冻 僵 了 风 也 无 法 牵 引 。,"generated:Compositions by Claude François de Launay, Duke of Orléans, Duke of Orléans, Duke of Orléans, Duke of Orléans, Duke of Orléans, Duke of Orléans, Duke of Orléans, Duke of Orléans, Duke of Orléans, Duke of Orléans, Duke of Orléans, Duke of Orléans, Duke of","风 掣 红 旗 冻 不 翻 。
"
780,modern2poem: 清 风 吹 开 云 雾 月 光 放 清 波 。,"generated:Compositions by Felix Ernst, Duke of Bavaria.","清 风 吹 空 月 舒 波 。
"
781,modern2poem: 到 底 是 西 湖 六 月 天 的 景 色 ， 风 光 与 其 它 季 节 确 实 不 同 。,"generated:The bottom is the West Lake, the Moon, the Sky, the Colour, the Wind, the Light, the Season, the Truth, the Truth, the Truth.","毕 竟 西 湖 六 月 中 ， 风 光 不 与 四 时 同 。
"
782,modern2poem: 问 客 人 为 什 么 来 ，,generated:Why Come Come,"问 客 何 为 来 ，
"
783,modern2poem: 大 江 悠 悠 东 流 去 永 不 回 还 。,generated:Ōe Yu Yu Yu Dong Ōe Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu Yu,"大 江 茫 茫 去 不 还 。
"
784,modern2poem: 等 候 着 你 的 孤 舟 从 天 涯 回 还 。,"generated:When You Are, the Lone Sword From the Sky, The Way Back, The Way Back.","天 涯 孤 棹 还 。
"
785,modern2poem: 江 面 上 传 来 马 的 嘶 鸣 看 船 归 ， 柳 荫 下 的 人 们 等 待 着 船 靠 岸 。,generated:Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi,"波 上 马 嘶 看 棹 去 ， 柳 边 人 歇 待 船 归 。
"
786,modern2poem: 宝 塔 宛 如 平 地 涌 出 ，,"generated:Lotus Tower, Where the Earth Is Rising,","塔 势 如 涌 出 ，
"
787,modern2poem: 兄 弟 分 散 各 自 你 西 我 东 。,generated:Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi,"弟 兄 羁 旅 各 西 东 。
"
788,modern2poem: 看 死 亡 就 好 像 回 归 故 里 。,"generated:Looking, dead, dead, okay, like, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back, back","视 死 忽 如 归 ！
"
789,modern2poem: 那 墙 角 的 几 枝 梅 花 ，,"generated:The Wall, The Corner, The Leaf, The Flower,","墙 角 数 枝 梅 ，
"
790,modern2poem: 微 风 吹 拂 着 清 香 四 溢 的 兰 杜 。,"generated:Compositions by Felix Ernst von der Weinstraße, Duke of Bavaria.","微 风 吹 兰 杜 。
"
791,modern2poem: 我 也 想 要 谢 绝 世 俗 ，,"generated:I also want to celebrate 絶世俗,","余 亦 谢 时 去 ，
"
792,modern2poem: 它 还 表 现 为 宁 死 不 降 的 严 将 军 的 头 ，,generated:It also appears as a neither death nor falling a neither a neither a neither a neither a neither a neither a neither a neither a neither a neither a neither a neither a neither a neither a neither a neither a n,"为 严 将 军 头 ，
"
793,modern2poem: 惶 恐 滩 的 惨 败 让 我 至 今 依 然 惶 恐 ， 零 丁 洋 身 陷 元 虏 可 叹 我 孤 苦 零 丁 。,generated:ốốốốốốốốốốốốốốốốốốốốốốốốốốốốốốốố��,"惶 恐 滩 头 说 惶 恐 ， 零 丁 洋 里 叹 零 丁 。
"
794,modern2poem: 微 风 吹 拂 着 江 岸 的 细 草 ，,generated:Compositions by Felix von der Weinstraße,"细 草 微 风 岸 ，
"
795,modern2poem: 秀 美 的 庐 山 挺 拔 在 南 斗 旁 ， 九 叠 云 屏 像 锦 绣 云 霞 铺 张 。,"generated:秀美 の 廬 山 挺 拔 在 南 斗 旁, 九 畳 雲 屏 像 錦 绣 雲 霞 铺 張.","庐 山 秀 出 南 斗 傍 ， 屏 风 九 叠 云 锦 张 。
"
796,modern2poem: 织 锦 回 文 诉 说 思 念 的 长 恨 ， 楼 上 花 枝 取 笑 我 依 然 独 眠 。,"generated:织 錦 回 文 诉 說 思念 の 長 恨, 楼 上 花 枝 取 笑 我 依 然 独 眠.","机 中 锦 字 论 长 恨 ， 楼 上 花 枝 笑 独 眠 。
"
797,modern2poem: 老 牛 和 骏 马 被 关 在 一 起 共 用 一 槽 ， 凤 凰 住 在 鸡 窝 里 像 鸡 一 样 饮 食 起 居 。,"generated:Ancient Greek poetry of the ancient Greeks, written by the ancient Greeks, written by the ancient Greeks, written by the ancient Greeks, written by the ancient Greeks, written by the ancient Greeks, written by the ancient Greeks, written by the ancient Greeks, written by the ancient Greeks, written by the","牛 骥 同 一 皂 ， 鸡 栖 凤 凰 食 。
"
798,modern2poem: 就 在 河 水 那 一 方 。,"generated:Where the river, the water, the one side.","在 水 一 方 。
"
799,modern2poem: 风 和 日 丽 游 春 在 泗 水 之 滨 ，,generated:风と日 麗 游春 在泗 水の浜,"胜 日 寻 芳 泗 水 滨 ，
"
800,modern2poem: 进 入 黄 花 川 游 览 ， 每 每 都 去 追 逐 那 条 青 溪 。,"generated:Through the valley of the Yellow Flower River, Through the valley of the Yellow River, Through the valley of the Yellow River, Through the valley of the Yellow River.","言 入 黄 花 川 ， 每 逐 清 溪 水 。
"
801,modern2poem: 淡 淡 月 光 泻 在 水 上 泄 在 树 上 ， 轻 悠 悠 的 波 光 涟 漪 荡 入 窗 户 。,"generated:淡淡月光 泻在水上 泄在树上,轻悠悠的波光 涟漪 荡入窗户。","清 辉 澹 水 木 ， 演 漾 在 窗 户 。
"
802,modern2poem: 癫 病 患 者 夜 生 子 ， 急 取 灯 火 瞧 仔 细 。,"generated:Poor, sick, sick, sick, sick, sick, sick, sick, sick, sick, sick, sick, sick, sick, sick, sick, sick, sick, sick, sick, sick, sick, sick, sick, sick, sick, sick, sick, sick, sick, sick, sick, sick,","厉 夜 生 子 ， 遽 而 求 火 。
"
803,modern2poem: 俯 听 山 风 呼 啸 迅 猛 。,"generated:Listen, hear, wind, shout, swirl, sharp, sharp.","俯 听 闻 惊 风 。
"
804,modern2poem: 有 时 空 闲 ， 步 过 信 陵 郡 ， 来 点 酒 饮 ， 脱 剑 横 在 膝 前 。,generated:Where Time Is Empty Walking Through Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith Faith,"闲 过 信 陵 饮 ， 脱 剑 膝 前 横 。
"
805,modern2poem: 波 涛 汹 涌 似 乎 把 岳 阳 城 撼 动 。,generated:波涛汹涌 似乎 把 岳陽 城 撼动.,"波 撼 岳 阳 城 。
"
806,modern2poem: 向 东 望 无 心 鞭 马 任 由 马 前 进 回 京 城 。,generated:東 望 無 心 鞭 馬 任 由 馬 前 進 回 京城.,"东 望 都 门 信 马 归 。
"
807,modern2poem: 贫 家 的 女 儿 不 识 绮 罗 的 芳 香 ， 想 托 个 良 媒 说 亲 更 感 到 悲 伤 。,generated:Poor Family of Daughters Poor Family of Children Poor Family of Children Poor Family of Children Poor Family of Children Poor Family of Children Poor Family of Children Poor Family of Children Poor Family of Children Poor Family of Children Poor Family of Children Poor Family of Children Poor Family of Children Poor Family of Children Poor Family of Children Poor Family of Children Poor Family of Children Poor Family of Children Poor Family of Children Poor,"蓬 门 未 识 绮 罗 香 ， 拟 托 良 媒 益 自 伤 。
"
808,modern2poem: 淮 南 子 有 一 叶 落 而 知 岁 暮 之 句 ； 我 悟 到 洞 庭 波 兮 木 叶 下 的 诗 情 。,generated:淮南子 有 一 葉 落 而 知 岁 暮 之 句; I 悟 到 洞 庭 波 兮 木 葉 下 の 詩 情.,"淮 南 一 叶 下 ， 自 觉 洞 庭 波 。
"
809,modern2poem: 星 月 交 辉 掩 映 山 间 雾 朦 胧 。,"generated:Symphony of the Moon, Symphony of the Moon, Symphony of the Moon, Symphony of the Moon, Symphony of the Moon, Symphony of the Moon, Symphony of the Moon, Symphony of the Moon, Symphony of the Moon, Symphony of the Moon, Symphony of the Moon, Symphony of the Moon, Symphony of the Moon, Symphony of the Moon,","星 月 掩 映 云 曈 昽 。
"
810,modern2poem: 想 带 着 一 瓢 酒 去 看 你 ， 让 你 在 风 雨 夜 里 得 到 些 安 慰 。,"generated:Bring a spoon of wine to see you, let you be a little comfort in the wind, the rain, the night.","欲 持 一 瓢 酒 ， 远 慰 风 雨 夕 。
"
811,modern2poem: 一 队 整 齐 的 白 鹭 直 冲 向 蔚 蓝 的 天 空 。,generated:A team A Pair A White 鹭 A Straight A Blue A Sky A,"一 行 白 鹭 上 青 天 。
"
812,modern2poem: 白 雪 似 的 杨 花 飘 落 覆 盖 浮 萍 ， 青 鸟 飞 去 衔 起 地 上 的 红 丝 帕 。,"generated:Compositions by Felix Ritter, Duke of Bavaria, Duke of Bavaria, Duke of Bavaria, Duke of Bavaria, Duke of Bavaria, Duke of Bavaria, Duke of Bavaria, Duke of Bavaria, Duke of Bavaria, Duke of Bavaria, Duke of Bavaria, Duke of Bavaria, Duke of Bavaria, Duke of Bavaria, Duke of Bavaria,","杨 花 雪 落 覆 白 苹 ， 青 鸟 飞 去 衔 红 巾 。
"
813,modern2poem: 有 人 在 屋 檐 下 烧 柴 火 做 饭 ， 助 长 了 炎 热 的 肆 虐 ， 这 时 屋 子 里 都 是 火 气 ；,"generated:When the house is a house, the house is a house, the house is a house, the house is a house, the house is a house, the house is a house, the house is a house, the house is a house, the house is a house, the house is a house.","檐 阴 薪 爨 ， 助 长 炎 虐 ， 时 则 为 火 气 ；
"
814,modern2poem: 每 每 都 去 追 逐 那 条 青 溪 。,generated:Each one of us goes to the chase of that blue stream.,"每 逐 清 溪 水 。
"
815,modern2poem: 只 有 远 离 故 里 外 出 做 官 之 人 ， 特 别 敏 感 自 然 物 候 转 化 更 新 。,"generated:Nothing else is remote from the former, from the latter, from the latter, from the latter, from the latter, from the latter, from the latter, from the latter, from the latter, from the latter, from the latter, from the latter, from the latter, from the latter, from the latter, from the latter, from the latter, from the latter, from the","独 有 宦 游 人 ， 偏 惊 物 候 新 。
"
816,modern2poem: 开 国 以 来 善 画 鞍 马 的 画 家 中 ，,"generated:开国 以 來 善 画 鞍 馬 の 画 家 中,","国 初 已 来 画 鞍 马 ，
"
817,modern2poem: 只 有 一 轮 明 月 静 静 与 我 相 伴 。,"generated:Nothing Except One Roll, Light, Moon, Still, With Me.","明 月 来 相 照 。
"
818,modern2poem: 贾 女 隔 帘 窥 韩 寿 ， 是 爱 他 年 轻 貌 美 ， 魏 王 梦 见 甄 氏 留 枕 ， 赋 诗 比 作 宓 妃 。,"generated:賈 女 隔帘 窥 韩 寿, 是 爱 他 年 轻 貌美, 魏 王 梦 见 甄 氏 留 枕, 赋 詩 比 作 宓 妃。","贾 氏 窥 帘 韩 掾 少 ， 宓 妃 留 枕 魏 王 才 。
"
819,modern2poem: 我 把 我 忧 愁 的 心 思 寄 托 给 明 月 ， 希 望 能 随 着 风 一 直 陪 着 你 到 夜 郎 以 西 。,"generated:I shall send my mourning mourning heart thoughts to the heavens, the moons, the hopes, the winds, the winds, the winds, the winds, the winds, the winds, the winds, the winds, the winds, the winds, the winds, the winds, the winds, the winds, the winds, the winds, the winds, the winds","我 寄 愁 心 与 明 月 ， 随 风 直 到 夜 郎 西 。
"
820,modern2poem: 今 夜 又 是 一 个 什 么 吉 日 良 辰 ，,generated:今夜 又 是 一 个 什 么 吉 日 良 辰,"今 夕 复 何 夕 ，
"
821,modern2poem: 布 质 的 被 子 盖 了 多 年 又 冷 又 硬 像 铁 板 似 的 ，,generated:Composition Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material Material,"布 衾 多 年 冷 似 铁 ，
"
822,modern2poem: 这 时 屋 子 里 都 是 火 气 ；,generated:When the house is in the house is in the air.,"时 则 为 火 气 ；
"
823,modern2poem: 山 上 的 树 重 重 遮 住 了 远 望 的 视 线 ， 江 流 曲 折 就 像 九 转 的 回 肠 。,"generated:Leaf on the hill Heavy Heavy Shade Away from the sight of the horizon, River Stream Song Extend Like Nine Reverse of the Throat","岭 树 重 遮 千 里 目 ， 江 流 曲 似 九 回 肠 。
"
824,modern2poem: 漂 泊 无 踪 如 断 根 的 秋 蓬 。,"generated:Lost, Lost, Lost, Lost, Lost, Lost, Lost, Lost, Lost, Lost, Lost, Lost, Lost, Lost, Lost, Lost, Lost, Lost, Lost, Lost, Lost, Lost, Lost, Lost, Lost, Lost, Lost, Lost, Lost, Lost, Lost, Lost, Lost,","辞 根 散 作 九 秋 蓬 。
"
825,modern2poem: 地 里 小 麦 盖 垄 熟 黄 。,"generated:Pitcher, Pitcher, Pitcher, Pitcher, Pitcher, Pitcher, Pitcher, Pitcher, Pitcher, Pitcher, Pitcher, Pitcher, Pitcher, Pitcher, Pitcher, Pitcher, Pitcher, Pitcher, Pitcher, Pitcher, Pitcher, Pitcher, Pitcher, Pitcher, Pitcher","小 麦 覆 陇 黄 。
"
826,modern2poem: 月 色 如 霜 所 以 霜 飞 无 从 觉 察 ，,"generated:月色如霜 所以霜 飞 无从 觉察,","空 里 流 霜 不 觉 飞 ，
"
827,modern2poem: 高 高 的 山 顶 上 有 一 座 茅 屋 ，,"generated:Highland Hill Peak Peak There is a sheep house,","绝 顶 一 茅 茨 ，
"
828,modern2poem: 艺 人 先 弹 《 渌 水 》 后 奏 《 楚 妃 》 。,generated:艺人 先弹《渌 水》 后奏《楚 妃》。,"初 弹 渌 水 后 楚 妃 。
"
829,modern2poem: 您 问 归 期 ， 归 期 实 难 说 准 ， 巴 山 连 夜 暴 雨 ， 涨 满 秋 池 。,"generated:Ōki, Ōki, Ōki, Ōki, Ōki, Ōki, Ōki, Ōki, Ōki, Ōki, Ōki, Ōki, Ōki, Ōki, Ōki, Ōki, Ōki, Ōki, Ōki, Ōki, Ōki, Ōki, Ōki, Ōki, Ōki","君 问 归 期 未 有 期 ， 巴 山 夜 雨 涨 秋 池 。
"
830,modern2poem: 树 皮 洁 白 润 滑 树 干 有 四 十 围 ， 青 黑 色 朝 天 耸 立 足 有 二 千 尺 。,generated:Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf,"霜 皮 溜 雨 四 十 围 ， 黛 色 参 天 二 千 尺 。
"
831,modern2poem: 只 剩 下 思 妇 站 在 离 别 的 青 枫 浦 不 胜 忧 愁 。,generated:唯 剩 下 思 婦 站 在 離 别 の 青 楓 浦 不 勝 憂 愁.,"青 枫 浦 上 不 胜 愁 。
"
832,modern2poem: 鸿 鹄 已 高 飞 远 空 在 日 月 之 间 ，,"generated:鸿 鹄 已 高 飞 远 空 在 日 月 の間,","鸿 飞 冥 冥 日 月 白 ，
"
833,modern2poem: 如 今 不 操 弓 疡 瘤 生 于 左 肘 。,generated:When I'm Not Dancing Sword Surgery Left Leg.,"今 日 垂 杨 生 左 肘 。
"
834,modern2poem: 大 雁 北 飞 ， 就 像 要 回 到 北 方 家 乡 的 人 那 样 ， 但 是 由 于 依 恋 ， 差 一 点 掉 了 队 。,generated:Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō,"两 两 归 鸿 欲 破 群 ， 依 依 还 似 北 归 人 。
"
835,modern2poem: 没 有 什 么 可 看 的 不 如 远 远 走 开 吧 。,"generated:No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no","去 去 不 足 观 。
"
836,modern2poem: 望 不 到 头 的 长 江 水 滚 滚 奔 腾 而 来 。,generated:Looking No To Head Long River Water Roll Roll Run Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down Down,"不 尽 长 江 滚 滚 来 。
"
837,modern2poem: 仗 着 鬼 神 守 护 石 鼓 永 不 湮 没 。,"generated:Sword, Sword, and Sword.","鬼 物 守 护 烦 撝 呵 。
"
838,modern2poem: 自 惭 这 样 长 久 地 孤 独 沉 沦 ，,"generated:自惭 此样 久 孤 独 沉 沦,","以 我 独 沉 久 ，
"
839,modern2poem: 有 的 人 十 五 岁 到 黄 河 以 北 去 戍 守 ， 纵 然 到 了 四 十 岁 还 要 到 西 部 边 疆 去 屯 田 。,"generated:Eight Five Years To Yellow River To Northern To 戍 守, 纵然 To Okay Four Ten Years To West Side Border Land To 屯田.","或 从 十 五 北 防 河 ， 便 至 四 十 西 营 田 。
"
840,modern2poem: 后 宫 中 妃 嫔 不 下 三 千 人 ， 却 只 有 她 独 享 皇 帝 的 恩 宠 。,"generated:Since the throne, the throne is a throne of the throne.","后 宫 佳 丽 三 千 人 ， 三 千 宠 爱 在 一 身 。
"
841,modern2poem: 在 南 浦 凄 凉 愁 苦 的 分 别 ，,"generated:Southern Poe 凄凉 愁 苦 分別,","南 浦 凄 凄 别 ，
"
842,modern2poem: 两 岸 风 吹 树 动 枝 叶 沙 沙 作 响 ， 月 光 如 水 映 照 江 畔 一 叶 孤 舟 。,"generated:Both shore Wind Blow Tree Move Leaf Leaf Sand Sand Making 响, Moon Light Like Water 映 照 Leaf Leaf 孤舟.","风 鸣 两 岸 叶 ， 月 照 一 孤 舟 。
"
843,modern2poem: 燕 地 小 草 像 碧 丝 般 青 绿 ， 秦 地 的 桑 树 已 叶 翠 枝 绿 。,"generated:燕 地 小 草 像碧丝 般青 绿, Qin 地 桑 樹 已 葉 翠 枝緑.","燕 草 如 碧 丝 ， 秦 桑 低 绿 枝 。
"
844,modern2poem: 心 怀 忧 虑 啊 又 何 忍 一 走 了 之 ， 凄 惨 悲 伤 让 我 肝 肠 寸 断 。,"generated:Hearts, Fears, Fears, Also, Why, Fears, Fears, Fears, Fears, Fears, Fears, Fears, Fears, Fears, Fears, Fears, Fears, Fears, Fears, Fears, Fears, Fears, Fears, Fears, Fears, Fear","忧 来 其 如 何 ？ 凄 怆 摧 心 肝 。
"
845,modern2poem: 只 有 长 江 奔 流 从 古 到 今 。,generated:Ōmi no Ae no Ae no Ae no Ae no Ae no Ae no Ae no Ae no Ae no Ae no Ae no Ae no Ae no Ae no Ae no Ae no Ae no Ae no Ae no Ae no Ae no Ae no Ae no Ae no Ae no Ae no Ae no Ae no Ae no Ae no Ae no Ae,"长 江 独 至 今 。
"
846,modern2poem: 近 处 篱 笆 边 都 种 上 了 菊 花 ，,generated:Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near,"近 种 篱 边 菊 ，
"
847,modern2poem: 从 左 到 右 去 拔 它 。,generated:Left to right to squeeze it.,"左 右 芼 之 。
"
848,modern2poem: 座 旁 的 听 者 个 个 感 慨 叹 息 ， 思 乡 的 游 客 人 人 悲 伤 落 泪 。,generated:Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near Near,"傍 邻 闻 者 多 叹 息 ， 远 客 思 乡 皆 泪 垂 。
"
849,modern2poem: 到 了 距 长 安 一 百 多 里 的 马 嵬 坡 。,generated:Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi,"西 出 都 门 百 余 里 。
"
850,modern2poem: 皇 帝 仪 仗 队 车 队 走 走 停 停 ，,generated:Duke Emperor Yi Yi Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō Shō S,"翠 华 摇 摇 行 复 止 ，
"
851,modern2poem: 自 顾 华 发 心 惭 愧 ，,"generated:自顾华发心 惭愧,","顾 惭 华 鬓 ，
"
852,modern2poem: 却 只 有 她 独 享 皇 帝 的 恩 宠 。,"generated:However, she only enjoys the grace of the Emperor and the grace of the Emperor.","三 千 宠 爱 在 一 身 。
"
853,modern2poem: 我 家 祖 先 甚 遥 远 ，,generated:我家祖先 甚 遥 远,"悠 悠 我 祖 ，
"
854,modern2poem: 波 涛 翻 滚 直 奔 东 海 从 来 不 会 再 往 回 流 。,generated:波涛 翻滚 直奔 東海 从来 不 会 再往返 流。,"奔 流 到 海 不 复 回 。
"
855,modern2poem: 即 使 能 合 葬 也 无 法 倾 诉 衷 情 ， 来 世 结 缘 是 多 么 虚 幻 的 企 望 。,"generated:即 使 能 合 葬 也 無 法 傾 訴 衷 情, 来 世 结 縁 是 多 么 虚 幻 の 企望.","同 穴 窅 冥 何 所 望 ， 他 生 缘 会 更 难 期 。
"
856,modern2poem: 不 要 让 金 杯 无 酒 空 对 皎 洁 的 明 月 。,generated:Nothing to Let Gold Cup No Wine Air To Let The Sun,"莫 使 金 樽 空 对 月 。
"
857,modern2poem: 手 持 杯 蛟 教 导 我 掷 占 方 法 ， 说 此 卜 兆 最 吉 他 人 难 相 同 。,"generated:手 持 杯 蛟 教 導 我 掷 占 方 法, 说 此 卜 兆 最 吉他 人 難 相 同。","手 持 杯 珓 导 我 掷 ， 云 此 最 吉 余 难 同 。
"
858,modern2poem: 在 岩 石 的 西 畔 询 问 渔 船 。,"generated:Inscriptions on the Isle of Rock, on the West, on the West, on the West, on the West, on the West, on the West, on the West, on the West, on the West, on the West, on the West, on the West, on the West, on the West, on the West, on the West, on the West, on the West, on the West, on the West, on the West, on the West, on","石 矶 西 畔 问 渔 船 。
"
859,modern2poem: 你 与 沉 冤 的 屈 子 同 命 运 ，,"generated:When You Are a Prisoner of Crime, a Prisoner of Crime, a Prisoner of Life, a Prisoner of Crime, a Prisoner of Life, a Prisoner of Life, a Prisoner of Life, a Prisoner of Life, a Prisoner of Life, a Prisoner of Life, a Prisoner of Life, a Prison","应 共 冤 魂 语 ，
"
860,modern2poem: 身 经 沙 场 百 战 铁 甲 已 破 碎 ， 城 池 南 面 被 敌 人 重 重 包 围 。,"generated:身 経沙 场 百 戦 鉄 甲 已 破 碎, 城 池 南面 被 敵 重 重 包围.","百 战 沙 场 碎 铁 衣 ， 城 南 已 合 数 重 围 。
"
861,modern2poem: 它 有 七 种 气 ， 我 有 一 种 气 ， 用 我 的 一 种 气 可 以 敌 过 那 七 种 气 ， 我 担 忧 什 么 呢 ！,"generated:It has seven types of air, I have one types of air, use one types of air, use my ones, and I fear what!","」 彼 气 有 七 ， 吾 气 有 一 ， 以 一 敌 七 ， 吾 何 患 焉 ！
"
862,modern2poem: 初 升 的 太 阳 照 耀 着 千 家 万 户 ， 都 把 旧 的 桃 符 取 下 换 上 新 的 桃 符 。,"generated:初 升 の 太 陽 照 耀 の 千 家 万 戸, 都 は の 桃 符 を取 下 換 の の 桃 符.","千 门 万 户 曈 曈 日 ， 总 把 新 桃 换 旧 符 。
"
